"customerid","last_purcahsed_day","recency","frequency","monetary","r_score","f_score","m_score","rfm_score","segment"
"17007.0","20","4978","7","877.43",3,4,3,"343","Others"
"14261.0","20","4978","2","1163.45",3,3,4,"334","Others"
"16099.0","20","4978","3","731.90",3,3,3,"333","Others"
"16170.0","20","4978","7","1880.42",3,5,4,"354","Others"
"13669.0","20","4978","2","218.55",3,2,1,"321","Potential Loyalist"
"13897.0","20","4978","1","311.16",3,1,2,"312","Potential Loyalist"
"18149.0","20","4978","3","612.08",3,3,3,"333","Others"
"13761.0","20","4978","2","1070.65",3,3,4,"334","Others"
"13366.0","20","4978","1","56.16",3,2,1,"321","Potential Loyalist"
"15129.0","20","4978","11","3447.40",3,5,5,"355","Others"
"14427.0","20","4978","2","363.34",3,3,2,"332","Others"
"13136.0","20","4978","11","2545.38",3,5,5,"355","Others"
"15301.0","20","4978","14","5028.12",3,5,5,"355","Others"
"15620.0","20","4978","6","1524.40",3,4,4,"344","Others"
"14923.0","20","4978","1","749.10",3,2,3,"323","Potential Loyalist"
"15754.0","20","4978","4","455.67",3,4,2,"342","Others"
"18228.0","20","4978","3","769.20",3,3,3,"333","Others"
"14484.0","20","4978","1","321.92",3,1,2,"312","Potential Loyalist"
"16846.0","20","4978","1","214.32",3,1,1,"311","Potential Loyalist"
"17420.0","20","4978","3","598.83",3,3,3,"333","Others"
"17603.0","20","4978","5","-1165.30",3,4,1,"341","Others"
"17354.0","20","4978","1","1393.06",3,2,4,"324","Potential Loyalist"
"16177.0","20","4978","1","331.95",3,1,2,"312","Potential Loyalist"
"17169.0","20","4978","4","816.88",3,4,3,"343","Others"
"15587.0","20","4978","4","913.68",3,4,4,"344","Others"
"12556.0","20","4978","2","603.71",3,3,3,"333","Others"
"17764.0","20","4978","2","818.82",3,2,3,"323","Potential Loyalist"
"14495.0","20","4978","2","123.80",3,3,1,"331","Others"
"15565.0","20","4978","2","173.16",3,2,1,"321","Potential Loyalist"
"13245.0","20","4978","1","430.50",3,2,2,"322","Potential Loyalist"
"17571.0","20","4978","4","1498.51",3,4,4,"344","Others"
"15807.0","20","4978","3","903.90",3,3,3,"333","Others"
"17092.0","20","4978","4","1777.78",3,4,4,"344","Others"
"14638.0","20","4978","1","443.60",3,2,2,"322","Potential Loyalist"
"14585.0","20","4978","1","157.05",3,1,1,"311","Potential Loyalist"
"16394.0","20","4978","9","1412.06",3,5,4,"354","Others"
"16593.0","20","4978","3","330.03",3,3,2,"332","Others"
"16260.0","20","4978","1","1035.45",3,1,4,"314","Potential Loyalist"
"18252.0","20","4978","2","526.67",3,2,3,"323","Potential Loyalist"
"15728.0","21","4977","1","-134.80",3,1,1,"311","Potential Loyalist"
"13725.0","21","4977","11","1809.81",3,5,4,"354","Others"
"17832.0","21","4977","1","155.37",3,1,1,"311","Potential Loyalist"
"12407.0","21","4977","5","1708.12",3,4,4,"344","Others"
"14147.0","21","4977","3","468.40",3,3,3,"333","Others"
"12403.0","21","4977","2","409.70",3,3,2,"332","Others"
"16497.0","21","4977","6","2965.69",3,4,5,"345","Others"
"14967.0","21","4977","1","463.80",3,2,2,"322","Potential Loyalist"
"17361.0","21","4977","3","488.20",3,3,3,"333","Others"
"13157.0","21","4977","5","1721.57",3,4,4,"344","Others"
"16918.0","21","4977","7","1043.34",3,5,4,"354","Others"
"15677.0","21","4977","1","657.23",3,2,3,"323","Potential Loyalist"
"13918.0","21","4977","2","1212.84",3,3,4,"334","Others"
"15740.0","21","4977","1","154.88",3,1,1,"311","Potential Loyalist"
"16153.0","21","4977","5","1824.23",3,4,4,"344","Others"
"15321.0","21","4977","4","2650.73",3,4,5,"345","Others"
"15819.0","21","4977","4","1905.45",3,4,4,"344","Others"
"17940.0","21","4977","14","1983.58",3,5,4,"354","Others"
"13974.0","21","4977","1","413.59",3,2,2,"322","Potential Loyalist"
"13917.0","21","4977","2","272.04",3,2,2,"322","Potential Loyalist"
"15286.0","21","4977","1","240.55",3,1,2,"312","Potential Loyalist"
"13598.0","23","4975","2","167.42",3,3,1,"331","Others"
"16686.0","23","4975","9","3043.48",3,5,5,"355","Others"
"14800.0","23","4975","16","4236.34",3,5,5,"355","Others"
"16007.0","23","4975","4","1701.94",3,4,4,"344","Others"
"14504.0","23","4975","4","673.26",3,4,3,"343","Others"
"16768.0","23","4975","5","458.04",3,4,2,"342","Others"
"17836.0","23","4975","1","110.21",3,1,1,"311","Potential Loyalist"
"17111.0","23","4975","1","248.61",3,1,2,"312","Potential Loyalist"
"14731.0","23","4975","3","380.02",3,3,2,"332","Others"
"16017.0","23","4975","1","211.88",3,1,1,"311","Potential Loyalist"
"15000.0","23","4975","1","490.52",3,2,3,"323","Potential Loyalist"
"16742.0","24","4974","2","0.00",3,2,1,"321","Potential Loyalist"
"14145.0","24","4974","5","3148.20",3,4,5,"345","Others"
"15592.0","24","4974","1","388.58",3,2,2,"322","Potential Loyalist"
"12546.0","24","4974","3","1141.50",3,3,4,"334","Others"
"13176.0","24","4974","1","492.84",3,2,3,"323","Potential Loyalist"
"14139.0","24","4974","1","415.82",3,2,2,"322","Potential Loyalist"
"15277.0","24","4974","1","255.90",3,1,2,"312","Potential Loyalist"
"15068.0","24","4974","2","553.36",3,2,3,"323","Potential Loyalist"
"13165.0","24","4974","2","1021.48",3,3,4,"334","Others"
"12940.0","24","4974","4","876.29",3,4,3,"343","Others"
"15801.0","24","4974","4","1042.19",3,4,4,"344","Others"
"16728.0","24","4974","4","1054.67",3,4,4,"344","Others"
"18240.0","24","4974","1","422.58",3,2,2,"322","Potential Loyalist"
"12463.0","24","4974","7","1303.63",3,4,4,"344","Others"
"16023.0","24","4974","3","719.81",3,3,3,"333","Others"
"16491.0","24","4974","1","731.50",3,2,3,"323","Potential Loyalist"
"14019.0","24","4974","4","1398.96",3,4,4,"344","Others"
"14312.0","24","4974","6","1611.59",3,4,4,"344","Others"
"15806.0","24","4974","3","784.58",3,3,3,"333","Others"
"17344.0","24","4974","1","160.57",3,1,1,"311","Potential Loyalist"
"15142.0","24","4974","1","498.74",3,2,3,"323","Potential Loyalist"
"17004.0","24","4974","2","1412.94",3,2,4,"324","Potential Loyalist"
"17317.0","24","4974","5","2524.02",3,4,5,"345","Others"
"14997.0","24","4974","4","540.98",3,4,3,"343","Others"
"15844.0","24","4974","1","130.74",3,1,1,"311","Potential Loyalist"
"14952.0","24","4974","15","7912.79",3,5,5,"355","Others"
"17186.0","24","4974","2","144.00",3,3,1,"331","Others"
"16444.0","24","4974","5","638.77",3,4,3,"343","Others"
"17928.0","25","4973","2","212.54",3,2,1,"321","Potential Loyalist"
"13182.0","25","4973","1","121.18",3,1,1,"311","Potential Loyalist"
"17024.0","25","4973","3","95.85",3,3,1,"331","Others"
"15158.0","25","4973","1","401.40",3,2,2,"322","Potential Loyalist"
"17917.0","25","4973","3","341.28",3,3,2,"332","Others"
"16258.0","25","4973","5","5203.51",3,4,5,"345","Others"
"13481.0","25","4973","8","1776.81",3,5,4,"354","Others"
"15630.0","25","4973","3","1180.40",3,3,4,"334","Others"
"14341.0","25","4973","9","2166.38",3,5,5,"355","Others"
"13601.0","25","4973","2","693.32",3,2,3,"323","Potential Loyalist"
"18079.0","25","4973","4","3651.97",3,4,5,"345","Others"
"18147.0","25","4973","2","179.34",3,2,1,"321","Potential Loyalist"
"14001.0","25","4973","4","2030.33",3,4,5,"345","Others"
"18045.0","25","4973","1","189.40",3,1,1,"311","Potential Loyalist"
"15836.0","25","4973","2","117.47",3,3,1,"331","Others"
"15656.0","25","4973","4","748.50",3,4,3,"343","Others"
"13652.0","25","4973","3","1095.08",3,3,4,"334","Others"
"16110.0","25","4973","3","1337.48",3,3,4,"334","Others"
"17423.0","25","4973","4","663.63",3,4,3,"343","Others"
"13340.0","25","4973","7","10736.48",3,5,5,"355","Others"
"12398.0","25","4973","1","1635.66",3,2,4,"324","Potential Loyalist"
"16056.0","25","4973","1","664.85",3,2,3,"323","Potential Loyalist"
"16708.0","25","4973","1","656.63",3,2,3,"323","Potential Loyalist"
"16750.0","26","4972","5","623.93",3,4,3,"343","Others"
"15821.0","26","4972","2","570.96",3,2,3,"323","Potential Loyalist"
"15296.0","26","4972","10","3610.31",3,5,5,"355","Others"
"15516.0","26","4972","3","62.43",3,3,1,"331","Others"
"17712.0","26","4972","1","522.91",3,2,3,"323","Potential Loyalist"
"14690.0","26","4972","3","358.61",3,3,2,"332","Others"
"15835.0","26","4972","4","954.09",3,4,4,"344","Others"
"16188.0","26","4972","4","981.86",3,4,4,"344","Others"
"13107.0","26","4972","5","1524.07",3,4,4,"344","Others"
"17470.0","26","4972","5","1125.07",3,4,4,"344","Others"
"16225.0","26","4972","5","1096.32",3,4,4,"344","Others"
"17895.0","26","4972","1","98.00",3,1,1,"311","Potential Loyalist"
"12448.0","26","4972","1","449.45",3,2,2,"322","Potential Loyalist"
"16325.0","26","4972","5","510.54",3,4,3,"343","Others"
"14598.0","26","4972","1","221.97",3,1,1,"311","Potential Loyalist"
"15990.0","26","4972","2","792.11",3,3,3,"333","Others"
"12879.0","26","4972","4","552.57",3,4,3,"343","Others"
"15320.0","26","4972","1","267.13",3,1,2,"312","Potential Loyalist"
"12456.0","26","4972","4","3153.89",3,4,5,"345","Others"
"14379.0","26","4972","2","348.10",3,3,2,"332","Others"
"14754.0","26","4972","2","638.05",3,3,3,"333","Others"
"16208.0","26","4972","2","664.26",3,3,3,"333","Others"
"12812.0","26","4972","1","229.64",3,1,1,"311","Potential Loyalist"
"16454.0","26","4972","3","-8.15",3,3,1,"331","Others"
"15240.0","26","4972","7","1685.57",3,5,4,"354","Others"
"12371.0","26","4972","2","1887.96",3,3,4,"334","Others"
"16071.0","26","4972","1","326.24",3,1,2,"312","Potential Loyalist"
"16418.0","26","4972","3","675.27",3,3,3,"333","Others"
"15215.0","26","4972","6","615.99",3,4,3,"343","Others"
"17175.0","26","4972","5","1430.94",3,4,4,"344","Others"
"16345.0","26","4972","1","575.41",3,2,3,"323","Potential Loyalist"
"16415.0","26","4972","1","210.35",3,1,1,"311","Potential Loyalist"
"16680.0","27","4971","1","183.70",3,1,1,"311","Potential Loyalist"
"16026.0","27","4971","1","236.09",3,1,2,"312","Potential Loyalist"
"17684.0","27","4971","1","239.41",3,1,2,"312","Potential Loyalist"
"16690.0","27","4971","3","208.63",3,3,1,"331","Others"
"13654.0","27","4971","6","2707.33",3,4,5,"345","Others"
"17545.0","27","4971","3","645.96",3,3,3,"333","Others"
"15659.0","27","4971","1","306.45",3,1,2,"312","Potential Loyalist"
"12430.0","27","4971","1","256.40",3,1,2,"312","Potential Loyalist"
"17672.0","27","4971","4","3106.62",3,4,5,"345","Others"
"13538.0","27","4971","7","1280.85",3,4,4,"344","Others"
"15038.0","27","4971","7","665.59",3,5,3,"353","Others"
"14233.0","27","4971","5","1447.51",3,4,4,"344","Others"
"15288.0","27","4971","5","2306.52",3,4,5,"345","Others"
"13791.0","27","4971","3","1047.68",3,3,4,"334","Others"
"18261.0","27","4971","2","324.24",3,3,2,"332","Others"
"16847.0","27","4971","1","193.44",3,1,1,"311","Potential Loyalist"
"14474.0","27","4971","2","537.71",3,2,3,"323","Potential Loyalist"
"17414.0","27","4971","2","778.00",3,3,3,"333","Others"
"17878.0","27","4971","1","379.45",3,2,2,"322","Potential Loyalist"
"14716.0","27","4971","2","329.68",3,3,2,"332","Others"
"15786.0","27","4971","5","4834.20",3,4,5,"345","Others"
"17459.0","27","4971","2","657.30",3,3,3,"333","Others"
"14004.0","27","4971","7","4582.64",3,5,5,"355","Others"
"14764.0","27","4971","2","250.55",3,2,2,"322","Potential Loyalist"
"14752.0","27","4971","1","389.64",3,2,2,"322","Potential Loyalist"
"13416.0","27","4971","2","712.50",3,2,3,"323","Potential Loyalist"
"14239.0","27","4971","13","2323.50",3,5,5,"355","Others"
"15469.0","27","4971","4","504.50",3,4,3,"343","Others"
"15014.0","27","4971","2","260.17",3,2,2,"322","Potential Loyalist"
"15791.0","27","4971","3","1604.44",3,3,4,"334","Others"
"14357.0","27","4971","1","225.77",3,1,1,"311","Potential Loyalist"
"17552.0","28","4970","6","909.96",3,4,4,"344","Others"
"14498.0","28","4970","5","1957.32",3,4,4,"344","Others"
"14221.0","28","4970","10","3427.85",3,5,5,"355","Others"
"14218.0","28","4970","1","169.48",3,1,1,"311","Potential Loyalist"
"12432.0","28","4970","5","5059.32",3,4,5,"345","Others"
"13812.0","28","4970","3","539.00",3,3,3,"333","Others"
"17839.0","28","4970","1","338.80",3,1,2,"312","Potential Loyalist"
"17418.0","28","4970","2","463.46",3,2,2,"322","Potential Loyalist"
"12895.0","28","4970","3","347.30",3,3,2,"332","Others"
"17669.0","28","4970","7","3406.72",3,5,5,"355","Others"
"18287.0","28","4970","3","1837.28",3,3,4,"334","Others"
"12678.0","28","4970","13","17588.26",3,5,5,"355","Others"
"17272.0","28","4970","5","2144.53",3,4,5,"345","Others"
"15096.0","28","4970","1","219.39",3,1,1,"311","Potential Loyalist"
"16843.0","28","4970","17","10183.82",3,5,5,"355","Others"
"16102.0","28","4970","3","1842.14",3,3,4,"334","Others"
"17837.0","28","4970","10","1560.53",3,5,4,"354","Others"
"15748.0","30","4968","1","149.31",3,1,1,"311","Potential Loyalist"
"14040.0","30","4968","15","3542.19",3,5,5,"355","Others"
"16049.0","30","4968","3","1111.79",3,3,4,"334","Others"
"15478.0","30","4968","2","1441.42",3,2,4,"324","Potential Loyalist"
"14077.0","30","4968","5","499.42",3,4,3,"343","Others"
"17372.0","30","4968","8","1342.68",3,5,4,"354","Others"
"17609.0","30","4968","6","1103.92",3,4,4,"344","Others"
"15385.0","30","4968","1","316.88",3,1,2,"312","Potential Loyalist"
"17447.0","30","4968","2","541.53",3,2,3,"323","Potential Loyalist"
"15376.0","30","4968","3","1233.36",3,3,4,"334","Others"
"13421.0","30","4968","3","1848.98",3,3,4,"334","Others"
"14158.0","30","4968","1","507.66",3,2,3,"323","Potential Loyalist"
"15059.0","30","4968","11","1325.82",3,5,4,"354","Others"
"13524.0","30","4968","5","680.18",3,4,3,"343","Others"
"17796.0","30","4968","4","697.90",3,4,3,"343","Others"
"14582.0","30","4968","1","114.11",3,1,1,"311","Potential Loyalist"
"14179.0","30","4968","2","719.78",3,2,3,"323","Potential Loyalist"
"17373.0","30","4968","4","646.92",3,4,3,"343","Others"
"17213.0","30","4968","11","2741.08",3,5,5,"355","Others"
"17255.0","30","4968","2","298.41",3,2,2,"322","Potential Loyalist"
"15708.0","30","4968","11","3329.72",3,5,5,"355","Others"
"15865.0","30","4968","3","895.13",3,3,3,"333","Others"
"16190.0","30","4968","1","215.08",3,1,1,"311","Potential Loyalist"
"15860.0","30","4968","8","977.21",3,5,4,"354","Others"
"16235.0","30","4968","6","858.41",3,4,3,"343","Others"
"14295.0","30","4968","2","154.70",3,3,1,"331","Others"
"15370.0","30","4968","8","2360.55",3,5,5,"355","Others"
"13607.0","30","4968","1","678.01",3,2,3,"323","Potential Loyalist"
"18067.0","30","4968","1","396.33",3,2,2,"322","Potential Loyalist"
"17018.0","30","4968","2","920.10",3,3,4,"334","Others"
"14810.0","30","4968","11","2087.88",3,5,5,"355","Others"
"13566.0","30","4968","2","874.71",3,3,3,"333","Others"
"13278.0","30","4968","1","542.73",3,2,3,"323","Potential Loyalist"
"13617.0","30","4968","3","544.18",3,3,3,"333","Others"
"15669.0","30","4968","5","677.69",3,4,3,"343","Others"
"16601.0","30","4968","1","244.80",3,1,2,"312","Potential Loyalist"
"14808.0","31","4967","15","2175.37",3,5,5,"355","Others"
"13982.0","31","4967","5","1861.11",3,4,4,"344","Others"
"16018.0","31","4967","2","408.90",3,3,2,"332","Others"
"15667.0","31","4967","1","301.32",3,1,2,"312","Potential Loyalist"
"13813.0","31","4967","5","1353.41",3,4,4,"344","Others"
"16836.0","31","4967","2","251.87",3,2,2,"322","Potential Loyalist"
"16127.0","31","4967","1","656.25",3,2,3,"323","Potential Loyalist"
"16969.0","31","4967","3","650.41",3,3,3,"333","Others"
"18257.0","31","4967","12","2265.38",3,5,5,"355","Others"
"15360.0","31","4967","1","427.93",3,2,2,"322","Potential Loyalist"
"17951.0","31","4967","4","990.84",3,4,4,"344","Others"
"12522.0","31","4967","2","192.72",3,2,1,"321","Potential Loyalist"
"13186.0","31","4967","5","1539.69",3,4,4,"344","Others"
"12581.0","31","4967","1","197.71",3,1,1,"311","Potential Loyalist"
"12909.0","31","4967","8","2128.83",3,5,5,"355","Others"
"12571.0","31","4967","2","519.61",3,2,3,"323","Potential Loyalist"
"12588.0","31","4967","1","214.90",3,1,1,"311","Potential Loyalist"
"13103.0","31","4967","1","243.94",3,1,2,"312","Potential Loyalist"
"13544.0","31","4967","2","291.41",3,2,2,"322","Potential Loyalist"
"13145.0","31","4967","5","614.77",3,4,3,"343","Others"
"14167.0","31","4967","4","574.84",3,4,3,"343","Others"
"15974.0","31","4967","8","3429.55",3,5,5,"355","Others"
"14738.0","31","4967","9","1289.94",3,5,4,"354","Others"
"17396.0","31","4967","8","7330.80",3,5,5,"355","Others"
"15752.0","31","4967","8","2628.93",3,5,5,"355","Others"
"17166.0","1","4966","3","189.49",3,3,1,"331","Others"
"14485.0","1","4966","1","165.75",3,1,1,"311","Potential Loyalist"
"16029.0","1","4966","76","50992.61",3,5,5,"355","Others"
"13327.0","1","4966","9","3617.57",3,5,5,"355","Others"
"13032.0","1","4966","3","996.52",3,3,4,"334","Others"
"17733.0","1","4966","2","692.19",3,2,3,"323","Potential Loyalist"
"15847.0","1","4966","2","389.27",3,3,2,"332","Others"
"12552.0","1","4966","2","437.82",3,2,2,"322","Potential Loyalist"
"16825.0","1","4966","2","775.18",3,2,3,"323","Potential Loyalist"
"16150.0","1","4966","10","1906.07",3,5,4,"354","Others"
"13697.0","1","4966","1","151.30",3,1,1,"311","Potential Loyalist"
"14383.0","1","4966","3","1247.69",3,3,4,"334","Others"
"17696.0","1","4966","14","2201.05",3,5,5,"355","Others"
"14995.0","1","4966","2","233.23",3,2,1,"321","Potential Loyalist"
"16648.0","1","4966","2","270.86",3,2,2,"322","Potential Loyalist"
"16960.0","1","4966","3","507.05",3,3,3,"333","Others"
"13726.0","1","4966","2","1079.66",3,3,4,"334","Others"
"16830.0","1","4966","1","325.91",3,1,2,"312","Potential Loyalist"
"15423.0","1","4966","1","43.50",3,2,1,"321","Potential Loyalist"
"14345.0","1","4966","1","108.98",3,1,1,"311","Potential Loyalist"
"15018.0","1","4966","4","456.26",3,4,2,"342","Others"
"13461.0","1","4966","3","1445.00",3,3,4,"334","Others"
"12491.0","1","4966","1","460.40",3,2,2,"322","Potential Loyalist"
"13292.0","1","4966","2","578.94",3,2,3,"323","Potential Loyalist"
"18270.0","1","4966","3","238.95",3,3,2,"332","Others"
"18226.0","1","4966","14","5192.10",3,5,5,"355","Others"
"18105.0","2","4965","1","113.48",3,1,1,"311","Potential Loyalist"
"15065.0","2","4965","6","3135.98",3,4,5,"345","Others"
"13477.0","2","4965","8","1441.53",3,5,4,"354","Others"
"16706.0","2","4965","3","531.35",3,3,3,"333","Others"
"16367.0","2","4965","2","804.49",3,3,3,"333","Others"
"18104.0","2","4965","1","754.64",3,2,3,"323","Potential Loyalist"
"17719.0","2","4965","18","5367.80",3,5,5,"355","Others"
"12594.0","2","4965","11","3320.22",3,5,5,"355","Others"
"17965.0","2","4965","14","2622.57",3,5,5,"355","Others"
"16043.0","2","4965","4","773.99",3,4,3,"343","Others"
"13904.0","2","4965","2","332.64",3,3,2,"332","Others"
"16884.0","2","4965","2","429.84",3,2,2,"322","Potential Loyalist"
"13316.0","2","4965","5","5815.49",3,4,5,"345","Others"
"17966.0","2","4965","5","1098.43",3,4,4,"344","Others"
"17800.0","2","4965","9","1199.01",3,5,4,"354","Others"
"13271.0","2","4965","2","178.26",3,2,1,"321","Potential Loyalist"
"17947.0","2","4965","1","176.68",3,1,1,"311","Potential Loyalist"
"15576.0","2","4965","1","940.67",3,1,4,"314","Potential Loyalist"
"16308.0","2","4965","4","2560.00",3,4,5,"345","Others"
"14528.0","2","4965","1","364.22",3,1,2,"312","Potential Loyalist"
"12830.0","2","4965","7","6748.40",3,5,5,"355","Others"
"14974.0","2","4965","1","114.39",3,1,1,"311","Potential Loyalist"
"17999.0","2","4965","2","382.06",3,3,2,"332","Others"
"17634.0","3","4964","9","2361.97",3,5,5,"355","Others"
"14856.0","3","4964","3","1311.38",3,3,4,"334","Others"
"18205.0","3","4964","2","517.36",3,2,3,"323","Potential Loyalist"
"18081.0","3","4964","3","343.45",3,3,2,"332","Others"
"17076.0","3","4964","3","841.08",3,3,3,"333","Others"
"13721.0","3","4964","1","524.14",3,2,3,"323","Potential Loyalist"
"17078.0","3","4964","2","378.20",3,3,2,"332","Others"
"17351.0","3","4964","3","587.15",3,3,3,"333","Others"
"15521.0","3","4964","13","2574.65",3,5,5,"355","Others"
"15651.0","3","4964","3","646.30",3,3,3,"333","Others"
"17403.0","3","4964","1","281.62",3,1,2,"312","Potential Loyalist"
"16221.0","3","4964","3","864.86",3,3,3,"333","Others"
"12352.0","3","4964","11","1545.41",3,5,4,"354","Others"
"12808.0","3","4964","3","483.65",3,3,3,"333","Others"
"17816.0","3","4964","4","36.56",3,3,1,"331","Others"
"15252.0","3","4964","2","740.78",3,2,3,"323","Potential Loyalist"
"16841.0","3","4964","7","1774.62",3,5,4,"354","Others"
"16914.0","3","4964","1","208.46",3,1,1,"311","Potential Loyalist"
"14636.0","3","4964","2","609.85",3,3,3,"333","Others"
"14815.0","3","4964","2","778.50",3,3,3,"333","Others"
"16409.0","3","4964","5","2028.88",3,4,5,"345","Others"
"15605.0","3","4964","5","1198.23",3,4,4,"344","Others"
"15227.0","3","4964","5","1219.40",3,4,4,"344","Others"
"15612.0","3","4964","2","195.15",3,2,1,"321","Potential Loyalist"
"16729.0","3","4964","26","7076.28",3,5,5,"355","Others"
"13168.0","3","4964","5","1310.14",3,4,4,"344","Others"
"16337.0","3","4964","1","151.05",3,1,1,"311","Potential Loyalist"
"14098.0","3","4964","1","147.35",3,1,1,"311","Potential Loyalist"
"13925.0","3","4964","6","616.65",3,4,3,"343","Others"
"13636.0","3","4964","6","941.62",3,4,4,"344","Others"
"15998.0","3","4964","6","3084.17",3,4,5,"345","Others"
"13728.0","3","4964","6","1016.14",3,4,4,"344","Others"
"15551.0","3","4964","1","436.06",3,2,2,"322","Potential Loyalist"
"12944.0","4","4963","2","604.51",3,3,3,"333","Others"
"17084.0","4","4963","2","2949.75",3,2,5,"325","Potential Loyalist"
"17703.0","4","4963","3","798.74",3,3,3,"333","Others"
"16318.0","4","4963","1","328.15",3,1,2,"312","Potential Loyalist"
"15722.0","4","4963","6","2181.21",3,4,5,"345","Others"
"15010.0","4","4963","1","308.94",3,1,2,"312","Potential Loyalist"
"16887.0","4","4963","1","194.88",3,1,1,"311","Potential Loyalist"
"13651.0","4","4963","2","94.20",3,3,1,"331","Others"
"13938.0","4","4963","1","71.66",3,2,1,"321","Potential Loyalist"
"12928.0","4","4963","5","2062.70",3,4,5,"345","Others"
"14842.0","4","4963","8","2456.80",3,5,5,"355","Others"
"17979.0","4","4963","5","737.81",3,4,3,"343","Others"
"17193.0","4","4963","9","1674.46",3,5,4,"354","Others"
"13592.0","4","4963","4","247.96",3,4,2,"342","Others"
"14412.0","4","4963","3","761.33",3,3,3,"333","Others"
"15468.0","4","4963","5","438.46",3,4,2,"342","Others"
"12577.0","4","4963","4","595.40",3,4,3,"343","Others"
"14592.0","4","4963","3","570.46",3,3,3,"333","Others"
"17930.0","4","4963","5","1740.48",3,4,4,"344","Others"
"12576.0","4","4963","6","1306.98",3,4,4,"344","Others"
"17274.0","4","4963","1","111.98",3,1,1,"311","Potential Loyalist"
"16555.0","4","4963","2","285.89",3,2,2,"322","Potential Loyalist"
"16012.0","4","4963","3","1415.29",3,3,4,"334","Others"
"15809.0","4","4963","6","399.21",3,4,2,"342","Others"
"18022.0","4","4963","1","668.11",3,2,3,"323","Potential Loyalist"
"12431.0","4","4963","18","6416.39",3,5,5,"355","Others"
"14971.0","4","4963","3","1116.57",3,3,4,"334","Others"
"15598.0","4","4963","3","235.68",3,3,2,"332","Others"
"15707.0","4","4963","4","945.58",3,4,4,"344","Others"
"17203.0","4","4963","6","3563.85",3,4,5,"345","Others"
"16014.0","4","4963","4","653.13",3,4,3,"343","Others"
"14567.0","4","4963","3","1524.46",3,3,4,"334","Others"
"17233.0","4","4963","1","190.88",3,1,1,"311","Potential Loyalist"
"14150.0","4","4963","2","658.64",3,3,3,"333","Others"
"18035.0","4","4963","3","730.40",3,3,3,"333","Others"
"15345.0","4","4963","2","367.69",3,3,2,"332","Others"
"14913.0","4","4963","4","1227.43",3,4,4,"344","Others"
"12397.0","4","4963","2","2409.90",3,2,5,"325","Potential Loyalist"
"15329.0","4","4963","5","1005.50",3,4,4,"344","Others"
"13532.0","6","4961","1","210.31",3,1,1,"311","Potential Loyalist"
"16466.0","6","4961","7","1603.46",3,5,4,"354","Others"
"15427.0","6","4961","3","1483.14",3,3,4,"334","Others"
"17831.0","6","4961","1","35.40",3,2,1,"321","Potential Loyalist"
"14404.0","6","4961","7","1434.72",3,5,4,"354","Others"
"16357.0","6","4961","3","658.88",3,3,3,"333","Others"
"15017.0","6","4961","1","125.58",3,1,1,"311","Potential Loyalist"
"16676.0","6","4961","5","1558.72",3,4,4,"344","Others"
"16372.0","6","4961","2","367.93",3,3,2,"332","Others"
"17608.0","6","4961","2","193.42",3,2,1,"321","Potential Loyalist"
"14174.0","6","4961","1","134.46",3,1,1,"311","Potential Loyalist"
"13155.0","6","4961","4","971.76",3,4,4,"344","Others"
"15526.0","6","4961","2","148.44",3,3,1,"331","Others"
"13759.0","6","4961","2","659.41",3,3,3,"333","Others"
"13634.0","6","4961","5","1575.16",3,4,4,"344","Others"
"16445.0","6","4961","1","230.51",3,1,1,"311","Potential Loyalist"
"15025.0","6","4961","1","377.01",3,2,2,"322","Potential Loyalist"
"16488.0","6","4961","4","492.20",3,4,3,"343","Others"
"12357.0","6","4961","1","6207.67",3,1,5,"315","Potential Loyalist"
"15407.0","6","4961","4","1056.44",3,4,4,"344","Others"
"15952.0","6","4961","4","806.57",3,4,3,"343","Others"
"16771.0","6","4961","5","2246.81",3,4,5,"345","Others"
"14039.0","6","4961","1","152.20",3,1,1,"311","Potential Loyalist"
"12645.0","6","4961","5","1755.38",3,4,4,"344","Others"
"12838.0","6","4961","2","683.13",3,2,3,"323","Potential Loyalist"
"15696.0","6","4961","12","2644.46",3,5,5,"355","Others"
"16243.0","6","4961","2","409.10",3,3,2,"332","Others"
"14517.0","6","4961","2","330.45",3,3,2,"332","Others"
"18170.0","6","4961","3","980.31",3,3,4,"334","Others"
"13772.0","6","4961","3","1132.13",3,3,4,"334","Others"
"17082.0","6","4961","2","2003.85",3,3,5,"335","Others"
"12638.0","6","4961","1","671.69",3,2,3,"323","Potential Loyalist"
"13527.0","6","4961","8","2263.76",3,5,5,"355","Others"
"13523.0","6","4961","6","3755.38",3,4,5,"345","Others"
"14623.0","7","4960","6","869.35",3,4,3,"343","Others"
"14700.0","7","4960","3","2235.30",3,3,5,"335","Others"
"12832.0","7","4960","2","383.03",3,3,2,"332","Others"
"17623.0","7","4960","1","527.05",3,2,3,"323","Potential Loyalist"
"16362.0","7","4960","9","652.07",3,5,3,"353","Others"
"14080.0","7","4960","1","45.60",3,2,1,"321","Potential Loyalist"
"13324.0","7","4960","12","7072.80",3,5,5,"355","Others"
"13824.0","7","4960","5","1698.94",3,4,4,"344","Others"
"15870.0","7","4960","1","354.09",3,1,2,"312","Potential Loyalist"
"16232.0","7","4960","5","983.23",3,4,4,"344","Others"
"17107.0","7","4960","7","10380.43",3,5,5,"355","Others"
