"customerid","last_purcahsed_day","recency","frequency","monetary"
"14397.0","9","4928","23","2556.68"
"14400.0","21","5069","2","559.70"
"14401.0","5","4932","14","4039.98"
"14403.0","1","5058","5","1426.31"
"14404.0","6","4961","7","1434.72"
"14406.0","12","5047","1","156.75"
"14407.0","24","5035","9","2111.08"
"14408.0","29","4938","7","2606.53"
"14409.0","29","4999","7","1908.25"
"14410.0","24","4943","15","576.30"
"14411.0","2","5238","1","1063.00"
"14412.0","4","4963","3","761.33"
"14413.0","12","5290","1","122.70"
"14414.0","9","5019","8","1485.13"
"14415.0","8","4929","18","5811.56"
"14416.0","17","4950","2","490.22"
"14418.0","6","4931","3","1937.25"
"14419.0","29","4938","6","1058.06"
"14420.0","15","5013","2","385.87"
"14421.0","13","4985","2","813.11"
"14422.0","9","4928","6","4263.64"
"14423.0","5","5146","1","265.20"
"14424.0","22","4945","1","322.08"
"14426.0","21","4946","16","3918.90"
"14427.0","20","4978","2","363.34"
"14428.0","2","4935","7","1230.14"
"14431.0","14","5226","2","397.76"
"14432.0","30","4937","6","2255.51"
"14434.0","18","4949","6","1372.80"
"14436.0","2","5026","1","89.06"
"14437.0","19","5071","2","-43.40"
"14438.0","6","5234","1","131.90"
"14439.0","24","5247","1","2661.24"
"14440.0","1","4936","5","2357.68"
"14441.0","9","4928","10","1545.14"
"14442.0","8","4929","5","1544.62"
"14443.0","17","4981","7","1400.88"
"14446.0","9","4928","4","1039.58"
"14447.0","21","4946","5","1163.23"
"14448.0","30","4937","2","375.35"
"14449.0","21","4946","4","907.10"
"14450.0","12","5108","3","483.25"
"14451.0","10","4988","2","662.59"
"14452.0","29","4938","2","264.44"
"14453.0","2","5118","1","119.93"
"14456.0","4","4933","14","3047.63"
"14457.0","2","5238","1","113.64"
"14459.0","7","5083","1","1837.92"
"14460.0","21","5038","4","383.34"
"14461.0","14","5076","3","2103.06"
"14462.0","7","4991","15","1965.90"
"14463.0","2","5026","3","529.62"
"14465.0","7","5174","3","1058.62"
"14466.0","10","4957","7","2272.40"
"14467.0","22","4945","4","598.76"
"14470.0","28","4939","2","461.19"
"14472.0","28","5031","8","1936.84"
"14473.0","26","5002","2","234.34"
"14474.0","27","4971","2","537.71"
"14475.0","29","4999","6","799.82"
"14476.0","27","5185","1","215.70"
"14477.0","20","4947","5","1307.81"
"14479.0","31","5181","2","316.25"
"14480.0","28","4939","1","279.05"
"14481.0","28","5092","2","636.51"
"14482.0","21","4946","6","2068.15"
"14483.0","13","5077","2","129.20"
"14484.0","20","4978","1","321.92"
"14485.0","1","4966","1","165.75"
"14487.0","13","4954","7","1183.58"
"14488.0","19","4979","2","1047.43"
"14489.0","16","5135","1","463.38"
"14491.0","17","5103","2","340.93"
"14493.0","2","4935","7","2362.84"
"14494.0","14","4953","1","139.56"
"14495.0","20","4978","2","123.80"
"14496.0","1","5239","2","538.81"
"14497.0","11","5229","2","457.47"
"14498.0","28","4970","5","1957.32"
"14499.0","13","4954","3","815.32"
"14500.0","12","5016","3","356.85"
"14501.0","6","4992","3","190.31"
"14502.0","20","4947","14","2351.02"
"14503.0","6","4931","6","3543.26"
"14504.0","23","4975","4","673.26"
"14505.0","22","4945","11","5818.70"
"14506.0","22","4945","5","2012.17"
"14507.0","16","4951","7","1368.18"
"14508.0","17","4950","2","276.42"
"14511.0","28","4939","6","1267.41"
"14512.0","5","5115","2","275.28"
"14513.0","31","5028","4","438.49"
"14514.0","9","4989","3","1055.35"
"14515.0","22","4945","6","2102.09"
"14517.0","6","4961","2","330.45"
"14518.0","6","4992","1","174.37"
"14520.0","8","4929","2","270.60"
"14522.0","15","4952","4","974.54"
"14523.0","23","5036","1","241.09"
"14524.0","8","4959","9","1867.68"
"14525.0","1","4936","13","4221.37"
"14527.0","7","4930","86","7711.38"
"14528.0","2","4965","1","364.22"
"14529.0","10","4988","3","620.04"
"14530.0","14","4953","6","2925.91"
"14532.0","17","5164","4","932.85"
"14533.0","15","4952","9","1812.62"
"14534.0","7","4930","25","4075.35"
"14535.0","11","4987","4","2841.09"
"14536.0","25","5187","1","171.80"
"14537.0","13","4985","1","355.56"
"14538.0","6","4992","2","388.25"
"14539.0","24","4943","2","537.48"
"14540.0","30","4937","3","996.26"
"14541.0","12","4986","8","1461.65"
"14542.0","7","5113","1","103.25"
"14543.0","6","4931","21","2916.17"
"14544.0","15","4952","2","2024.45"
"14546.0","5","4932","9","2487.02"
"14547.0","6","4931","9","3986.74"
"14548.0","12","5078","2","652.80"
"14549.0","1","5239","1","289.24"
"14550.0","29","4938","2","765.62"
"14551.0","21","4946","2","186.23"
"14552.0","11","5079","1","165.07"
"14553.0","20","4947","5","859.27"
"14554.0","29","4938","4","2381.04"
"14555.0","13","4985","2","324.14"
"14557.0","6","4992","2","0.00"
"14560.0","2","4935","24","2174.18"
"14561.0","25","5003","3","1080.76"
"14562.0","6","4931","22","4709.22"
"14565.0","5","5023","6","3073.77"
"14566.0","21","5038","1","1432.00"
"14567.0","4","4963","3","1524.46"
"14569.0","8","4929","1","227.39"
"14570.0","4","5208","2","218.06"
"14572.0","6","4931","10","2803.69"
"14573.0","13","5107","13","1603.72"
"14576.0","2","5300","1","35.40"
"14577.0","27","4940","4","859.71"
"14578.0","6","4931","1","168.63"
"14581.0","23","4944","1","138.60"
"14582.0","30","4968","1","114.11"
"14583.0","4","4933","5","1052.55"
"14584.0","23","5097","5","1029.26"
"14585.0","20","4978","1","157.05"
"14586.0","26","5155","3","134.16"
"14587.0","21","4946","10","1598.24"
"14589.0","3","5299","1","39.75"
"14591.0","24","4943","4","1447.14"
"14592.0","4","4963","3","570.46"
"14593.0","18","4949","3","617.99"
"14594.0","2","4935","2","379.83"
"14595.0","20","4947","6","1740.60"
"14597.0","28","4939","2","883.15"
"14598.0","26","4972","1","221.97"
"14600.0","7","5233","1","393.33"
"14601.0","29","4938","1","213.96"
"14603.0","10","5202","1","660.00"
"14606.0","8","4929","128","11713.85"
"14607.0","24","4943","17","11341.10"
"14608.0","5","4932","4","1785.15"
"14609.0","28","5000","4","601.56"
"14616.0","11","5170","3","406.08"
"14618.0","30","4937","4","538.59"
"14619.0","14","5167","2","379.51"
"14620.0","19","5132","3","393.28"
"14621.0","8","4929","6","1765.76"
"14622.0","8","5112","1","320.58"
"14623.0","7","4960","6","869.35"
"14624.0","13","4985","2","225.85"
"14625.0","7","5113","5","848.48"
"14626.0","1","4936","7","2757.07"
"14627.0","1","5239","1","-21.85"
"14628.0","9","5019","2","671.96"
"14629.0","5","4932","3","939.21"
"14631.0","20","4978","3","1006.98"
"14632.0","22","5190","1","114.56"
"14633.0","18","5194","1","344.90"
"14636.0","3","4964","2","609.85"
"14638.0","20","4978","1","443.60"
"14639.0","18","4980","8","2952.34"
"14640.0","24","4943","8","2042.15"
"14641.0","18","4949","1","110.46"
"14642.0","12","4986","1","96.12"
"14643.0","22","5098","3","668.61"
"14644.0","30","4937","4","780.46"
"14645.0","6","5084","2","597.09"
"14646.0","8","4929","77","279489.02"
"14647.0","22","5129","1","243.22"
"14649.0","5","4932","4","1417.29"
"14651.0","3","4995","2","654.60"
"14652.0","23","5005","1","114.18"
"14653.0","8","4929","7","1947.55"
"14655.0","6","4931","5","1930.15"
"14656.0","23","5097","2","291.05"
"14657.0","22","4945","5","838.27"
"14658.0","4","4933","2","247.15"
"14659.0","1","4936","12","2456.53"
"14660.0","14","5014","2","285.74"
"14661.0","13","4954","1","107.95"
"14662.0","11","4956","4","771.17"
"14664.0","20","4947","2","637.89"
"14665.0","10","4988","7","1258.38"
"14666.0","15","4952","1","195.25"
"14667.0","29","4938","27","9231.20"
"14669.0","12","5169","3","1269.99"
"14670.0","4","5208","2","411.53"
"14672.0","19","5162","2","765.55"
"14673.0","6","4931","5","1736.40"
"14675.0","23","4944","1","604.75"
"14676.0","8","4959","8","2543.24"
"14679.0","3","5299","1","-2.55"
"14680.0","14","4953","23","26932.34"
"14681.0","29","4999","3","498.95"
"14682.0","5","5115","2","52.00"
"14684.0","14","4953","5","1236.28"
"14687.0","25","5034","1","628.38"
"14688.0","2","4935","27","5107.38"
"14689.0","15","5136","1","112.80"
"14690.0","26","4972","3","358.61"
"14691.0","9","4958","5","2114.33"
"14692.0","25","5065","5","582.05"
"14693.0","20","5192","1","172.90"
"14696.0","5","4932","9","2070.97"
"14697.0","5","5146","2","188.61"
"14698.0","8","4929","5","1250.76"
"14699.0","9","5142","1","109.13"
"14700.0","7","4960","3","2235.30"
"14701.0","29","4938","12","2486.22"
"14702.0","8","4929","18","3250.64"
"14703.0","25","4942","1","318.17"
"14704.0","28","4939","9","1546.91"
"14705.0","25","5126","1","179.00"
"14708.0","7","4930","4","1096.67"
"14709.0","24","4943","14","4911.14"
"14710.0","25","4942","4","606.13"
"14711.0","29","4938","12","2838.20"
"14712.0","10","4957","3","917.07"
"14713.0","30","4937","12","2664.26"
"14714.0","15","4952","1","160.19"
"14715.0","15","4952","4","867.38"
"14716.0","27","4971","2","329.68"
"14719.0","8","4929","6","1592.18"
"14720.0","4","4933","3","663.81"
"14722.0","15","5075","1","187.92"
"14723.0","29","4938","6","1158.30"
"14725.0","15","4952","1","718.08"
"14727.0","10","5202","1","268.58"
"14729.0","1","5301","1","313.49"
"14730.0","8","4929","8","2005.06"
"14731.0","23","4975","3","380.02"
"14732.0","1","4936","10","2686.34"
"14733.0","30","4937","15","9451.54"
"14735.0","6","4931","34","5807.69"
"14737.0","6","4931","3","1164.55"
"14738.0","31","4967","9","1289.94"
"14739.0","7","4930","8","3899.10"
"14740.0","1","5119","4","1423.21"
"14741.0","28","4939","6","1400.34"
"14744.0","23","4944","9","1088.53"
"14745.0","19","5040","6","1167.16"
"14747.0","6","5175","2","294.30"
"14748.0","10","4957","6","1311.79"
"14752.0","27","4971","1","389.64"
"14753.0","13","5015","1","563.15"
"14754.0","26","4972","2","638.05"
"14755.0","30","4937","12","4965.38"
"14756.0","24","4943","1","738.96"
"14757.0","25","5003","1","420.50"
"14758.0","18","5072","4","1484.06"
"14759.0","5","4932","3","1625.97"
"14760.0","18","5222","2","53.80"
"14761.0","12","4986","2","255.90"
"14762.0","21","5191","1","300.52"
"14764.0","27","4971","2","250.55"
"14765.0","10","4957","3","254.11"
"14766.0","1","4936","8","2423.07"
"14768.0","22","4945","3","139.50"
"14769.0","7","4930","10","10641.60"
"14770.0","21","5160","2","876.42"
"14772.0","19","5040","1","139.26"
"14775.0","12","4986","3","1011.90"
"14776.0","19","4979","13","2195.58"
"14777.0","5","4932","2","-17.45"
"14778.0","4","5055","2","730.86"
"14779.0","4","5208","3","386.15"
"14780.0","16","4982","2","447.68"
"14782.0","24","5247","1","200.10"
"14784.0","13","4954","2","289.99"
"14785.0","29","4938","2","77.40"
"14788.0","2","4935","2","679.44"
"14789.0","11","4956","1","197.64"
"14790.0","23","4944","4","745.06"
"14792.0","7","4991","2","0.00"
"14793.0","5","4932","2","214.14"
"14794.0","7","4930","9","1272.11"
"14795.0","26","5094","1","131.45"
"14796.0","8","4929","27","7839.51"
"14798.0","18","4980","3","173.74"
"14799.0","19","4979","1","157.70"
"14800.0","23","4975","16","4236.34"
"14801.0","9","4989","1","193.14"
"14803.0","30","5090","3","845.55"
"14804.0","1","4936","1","353.27"
"14805.0","24","4943","4","554.65"
"14806.0","25","5003","1","193.39"
"14808.0","31","4967","15","2175.37"
"14810.0","30","4968","11","2087.88"
"14813.0","5","5297","2","155.43"
"14815.0","3","4964","2","778.50"
"14816.0","26","5125","1","271.85"
"14817.0","23","5128","2","1110.34"
"14818.0","27","5001","3","657.80"
"14819.0","6","4992","2","272.07"
"14820.0","18","4949","4","507.29"
"14821.0","8","5294","1","48.80"
"14823.0","12","5108","3","321.43"
"14824.0","29","4938","4","1127.71"
"14825.0","6","4931","12","2226.91"
"14828.0","27","5124","3","2139.76"
"14829.0","10","4957","6","644.65"
"14830.0","17","4981","1","197.13"
"14834.0","22","4945","8","1698.35"
"14836.0","29","4938","3","102.45"
"14837.0","11","5017","5","1641.20"
"14840.0","17","5195","1","62.85"
"14841.0","17","4981","6","3295.76"
"14842.0","4","4963","8","2456.80"
"14844.0","7","4991","4","3189.81"
"14847.0","14","5076","1","309.40"
"14849.0","18","4949","28","7904.28"
"14850.0","1","5239","2","278.15"
"14851.0","16","4951","2","511.35"
"14852.0","12","4986","6","2836.69"
"14853.0","1","4936","3","463.05"
"14854.0","22","5006","8","2749.89"
"14855.0","12","5047","2","645.65"
"14856.0","3","4964","3","1311.38"
"14857.0","11","4987","3","1165.65"
"14859.0","27","4940","5","1352.04"
"14860.0","1","4936","2","168.62"
"14861.0","18","4980","1","125.79"
"14862.0","14","4953","2","841.20"
"14863.0","10","4957","1","266.76"
"14865.0","2","4935","2","52.20"
"14866.0","29","4938","13","14197.45"
"14867.0","7","5113","4","701.33"
"14868.0","6","4931","9","2939.64"
"14869.0","6","4931","3","721.95"
"14870.0","23","5189","1","327.25"
"14871.0","6","4931","4","522.38"
"14873.0","13","5138","1","519.68"
"14875.0","30","4937","5","1448.72"
"14878.0","27","4940","9","1485.54"
"14880.0","23","5005","3","706.19"
"14881.0","20","4947","1","255.40"
"14882.0","13","4954","2","589.70"
"14883.0","21","4946","7","756.64"
"14885.0","31","5059","1","765.32"
"14886.0","1","5180","1","364.80"
"14887.0","21","5007","1","1862.00"
"14888.0","16","5135","1","369.20"
"14889.0","7","5264","1","135.90"
"14890.0","31","5181","1","125.65"
"14891.0","14","5076","2","554.38"
"14893.0","30","4937","2","1237.85"
"14894.0","15","5013","1","655.75"
"14895.0","2","4935","24","11020.26"
"14896.0","19","5132","2","468.77"
"14897.0","2","4935","4","1366.38"
"14898.0","16","4951","8","1228.32"
"14901.0","28","4939","10","1414.99"
"14902.0","18","4949","2","314.11"
"14903.0","18","4949","10","2744.48"
"14904.0","7","4930","2","1025.44"
"14905.0","8","5082","3","599.90"
"14907.0","6","4931","10","3478.85"
"14908.0","26","5002","1","277.80"
"14910.0","7","4930","7","389.86"
"14911.0","8","4929","248","132572.62"
"14912.0","23","4944","3","841.52"
"14913.0","4","4963","4","1227.43"
"14915.0","15","5013","3","258.83"
"14916.0","30","4998","5","1264.84"
"14918.0","16","5043","2","1610.15"
"14920.0","11","5140","2","977.77"
"14921.0","9","4958","2","1316.07"
"14923.0","20","4978","1","749.10"
"14924.0","8","5173","1","310.05"
"14929.0","7","4960","1","223.88"
"14930.0","23","5036","3","2372.86"
"14931.0","5","4932","6","964.68"
"14932.0","9","5293","1","363.53"
"14934.0","28","5000","3","1888.84"
"14935.0","15","5225","1","1784.71"
"14936.0","30","4937","9","8117.42"
"14937.0","14","4984","4","1617.63"
"14944.0","10","4957","14","5842.95"
"14946.0","25","4942","1","100.90"
"14947.0","28","5000","2","290.82"
"14948.0","16","4951","7","1066.57"
"14950.0","1","4936","2","361.25"
"14951.0","21","5007","1","311.69"
"14952.0","24","4974","15","7912.79"
"14953.0","14","4953","1","289.82"
"14954.0","27","4940","1","336.17"
"14957.0","31","5181","1","58.49"
"14958.0","15","5075","3","499.68"
"14959.0","11","4987","5","684.97"
"14960.0","1","4936","2","221.27"
"14961.0","29","4938","12","7006.58"
"14962.0","14","5198","1","126.70"
"14963.0","30","4937","5","1487.80"
"14964.0","6","5175","1","206.21"
"14965.0","4","5024","2","599.00"
"14966.0","25","4942","1","191.32"
"14967.0","21","4977","1","463.80"
"14968.0","9","4958","1","147.59"
"14970.0","2","4996","4","1592.06"
"14971.0","4","4963","3","1116.57"
"14972.0","3","5056","1","114.77"
"14973.0","24","5035","3","1314.45"
"14974.0","2","4965","1","114.39"
"14975.0","13","4985","1","279.94"
"14976.0","13","4985","8","765.86"
"14978.0","28","5000","5","1931.42"
"14981.0","7","5174","1","102.12"
"14984.0","20","4947","2","213.27"
"14985.0","25","5126","2","296.75"
"14987.0","24","4943","2","326.40"
"14988.0","12","5139","1","334.54"
"14995.0","1","4966","2","233.23"
"14997.0","24","4974","4","540.98"
"14998.0","22","5098","2","429.87"
"15000.0","23","4975","1","490.52"
"15002.0","16","5043","4","1641.76"
"15004.0","15","5075","1","1246.32"
"15005.0","24","4943","35","6180.49"
"15006.0","19","4979","1","502.09"
"15007.0","3","5087","1","156.91"
"15009.0","27","4940","3","1261.78"
"15010.0","4","4963","1","308.94"
"15012.0","17","4981","2","423.04"
"15014.0","27","4971","2","260.17"
"15016.0","20","5100","1","170.04"
"15017.0","6","4961","1","125.58"
"15018.0","1","4966","4","456.26"
"15019.0","18","5194","1","266.00"
"15021.0","1","4936","13","1872.28"
"15022.0","28","4939","4","905.04"
"15023.0","6","4931","12","6763.16"
"15024.0","30","4937","10","1661.33"
"15025.0","6","4961","1","377.01"
"15026.0","20","5008","3","469.00"
"15027.0","9","4958","6","1051.95"
"15028.0","1","4936","4","627.13"
"15030.0","29","4999","2","518.28"
"15031.0","5","4932","4","668.14"
"15032.0","28","5184","5","4464.10"
"15033.0","5","4932","11","2571.02"
"15034.0","24","4943","11","4277.66"
"15035.0","11","5017","1","252.73"
"15036.0","28","5000","3","465.55"
"15038.0","27","4971","7","665.59"
"15039.0","30","4937","52","19786.44"
"15041.0","22","5098","1","180.35"
"15042.0","24","5127","1","135.93"
"15043.0","8","4959","1","537.00"
"15044.0","20","4947","22","7629.38"
"15045.0","11","5079","3","633.66"
"15046.0","30","4937","16","5064.01"
"15047.0","15","5197","1","343.62"
"15048.0","5","4993","5","380.57"
"15049.0","11","5201","1","121.17"
"15050.0","14","4953","5","1727.17"
"15051.0","16","4951","3","1391.61"
"15052.0","24","5247","1","215.78"
"15053.0","5","4932","3","697.79"
"15054.0","27","4940","2","302.10"
"15057.0","9","5203","2","1489.50"
"15058.0","14","4953","11","2124.99"
"15059.0","30","4968","11","1325.82"
"15060.0","1","4936","4","303.09"
"15061.0","6","4931","55","54228.74"
"15062.0","29","4999","4","987.86"
"15063.0","10","5141","1","370.80"
"15065.0","2","4965","6","3135.98"
"15066.0","8","4959","2","760.59"
"15067.0","22","5006","3","1744.76"
"15068.0","24","4974","2","553.36"
"15069.0","13","5107","1","1109.53"
"15070.0","2","5300","1","106.20"
"15071.0","7","5021","2","982.07"
"15073.0","30","4937","4","612.43"
"15074.0","26","5033","1","748.87"
"15075.0","23","5005","1","773.03"
"15076.0","20","5100","1","880.85"
"15078.0","2","4935","38","9623.35"
"15079.0","11","5140","5","893.66"
"15081.0","17","4950","6","487.35"
"15083.0","28","5184","1","88.20"
"15087.0","3","5209","1","306.94"
"15088.0","18","4949","3","1140.27"
"15089.0","29","4938","6","2420.84"
"15090.0","4","5236","1","381.32"
"15091.0","17","4981","2","476.96"
"15092.0","8","5143","2","457.81"
"15093.0","21","4946","9","4410.14"
"15095.0","28","5031","5","1364.70"
"15096.0","28","4970","1","219.39"
"15097.0","5","4932","1","248.08"
"15098.0","10","5110","5","649.50"
"15099.0","16","5012","1","410.48"
"15100.0","13","5258","6","635.10"
"15101.0","1","4936","3","310.03"
"15103.0","8","4959","2","703.36"
"15104.0","26","5094","3","1002.54"
"15105.0","21","4946","7","2298.93"
"15106.0","22","4945","7","1407.73"
"15107.0","1","5239","8","247.66"
"15108.0","21","5069","5","1291.75"
"15109.0","13","5168","2","463.75"
"15110.0","16","4951","7","970.25"
"15111.0","10","4957","3","1567.48"
"15113.0","30","4937","4","3439.41"
"15114.0","9","4958","10","2760.56"
"15115.0","21","4946","1","340.11"
"15116.0","22","4945","4","1352.75"
"15117.0","25","4942","6","1550.13"
"15118.0","28","5062","1","244.80"
"15119.0","8","5173","1","266.40"
"15120.0","2","5057","2","343.82"
"15121.0","20","4978","2","457.72"
"15122.0","15","5013","6","1612.13"
"15123.0","2","4935","2","2199.31"
"15124.0","17","4950","2","184.19"
"15125.0","14","4953","23","11117.05"
"15127.0","5","4993","1","406.53"
"15128.0","10","4988","8","1419.54"
"15129.0","20","4978","11","3447.40"
"15130.0","23","5097","1","330.11"
"15132.0","21","4946","5","977.93"
"15133.0","4","5055","3","982.42"
"15134.0","25","4942","8","1387.99"
"15135.0","20","5161","2","127.15"
"15136.0","7","4930","5","1282.45"
"15139.0","14","5167","2","178.96"
"15140.0","18","4980","8","2350.00"
"15142.0","24","4974","1","498.74"
"15143.0","28","5153","1","259.45"
"15144.0","1","4936","18","6530.04"
"15145.0","5","4932","4","1194.73"
"15146.0","28","5092","3","1313.66"
"15147.0","5","5146","2","608.65"
"15148.0","29","4938","1","301.29"
"15149.0","29","5061","1","520.80"
"15150.0","22","4945","11","5303.97"
"15152.0","30","4937","16","4684.24"
"15153.0","8","4959","1","329.25"
"15154.0","26","5002","2","240.27"
"15156.0","8","4929","3","961.49"
"15157.0","6","4931","5","1869.50"
"15158.0","25","4973","1","401.40"
"15159.0","8","4929","34","18573.68"
"15160.0","17","5285","1","158.16"
"15163.0","21","4946","2","304.47"
"15164.0","2","4996","3","843.05"
"15165.0","1","5301","1","487.75"
"15167.0","23","5248","1","163.00"
"15168.0","14","4953","1","106.56"
"15171.0","19","5252","2","1034.50"
"15172.0","1","4936","5","1624.05"
"15174.0","21","5250","1","135.75"
"15175.0","29","4999","1","224.14"
"15178.0","24","5188","1","40.50"
"15179.0","21","4946","7","2186.20"
"15180.0","7","5295","1","87.50"
"15181.0","4","4994","5","680.28"
"15182.0","8","5082","2","622.85"
"15184.0","10","4957","2","406.76"
"15185.0","30","4998","1","310.62"
"15186.0","25","4942","2","411.41"
"15187.0","8","4929","18","4670.08"
"15189.0","8","4929","53","15802.14"
"15192.0","12","5047","3","1044.32"
"15193.0","10","4988","1","499.32"
"15194.0","6","4931","22","7521.17"
"15195.0","7","4930","1","3861.00"
"15197.0","1","4936","5","656.44"
"15198.0","8","5020","2","193.64"
"15199.0","11","4987","4","1268.70"
"15201.0","22","5006","11","927.84"
"15203.0","14","4953","6","1827.80"
"15204.0","17","5285","1","316.58"
"15205.0","15","5013","3","648.83"
"15206.0","29","4938","4","420.30"
"15208.0","8","4929","6","867.62"
"15210.0","28","5153","1","331.18"
"15211.0","10","4988","2","894.41"
"15212.0","14","5167","2","88.95"
"15213.0","25","5246","3","325.05"
"15214.0","8","4929","8","1661.44"
"15215.0","26","4972","6","615.99"
"15216.0","13","5015","1","96.60"
"15218.0","29","4938","11","5756.89"
"15219.0","16","5104","1","305.75"
"15220.0","19","4979","7","1758.92"
"15221.0","8","5294","2","114.10"
"15222.0","25","5246","1","585.00"
"15223.0","28","5153","3","454.90"
"15224.0","16","5286","3","310.48"
"15225.0","19","5162","1","409.40"
"15226.0","2","5238","1","154.41"
"15227.0","3","4964","5","1219.40"
"15228.0","4","4994","5","3376.96"
"15230.0","14","5167","2","429.60"
"15232.0","18","5041","2","612.06"
"15234.0","8","5204","1","197.00"
"15235.0","6","5145","12","2247.51"
"15236.0","14","5226","1","321.05"
"15237.0","8","4929","4","1412.32"
"15238.0","10","4957","5","1056.54"
"15239.0","29","4938","3","764.34"
"15240.0","26","4972","7","1685.57"
"15241.0","4","4994","9","1738.59"
"15243.0","26","5002","1","316.68"
"15244.0","5","4993","2","631.57"
"15245.0","28","5062","3","2515.84"
"15246.0","15","5166","2","514.15"
"15247.0","9","5050","1","356.00"
"15249.0","8","4959","15","6657.36"
"15251.0","30","4937","15","10327.11"
"15252.0","3","4964","2","740.78"
"15253.0","23","4944","6","915.30"
"15254.0","4","5055","1","300.36"
"15255.0","4","4994","1","890.85"
"15256.0","14","5076","1","98.45"
"15257.0","3","5209","2","232.15"
"15258.0","24","5096","2","623.16"
"15260.0","31","5028","8","1780.77"
"15261.0","27","5063","1","254.82"
"15262.0","20","5251","1","178.95"
"15263.0","25","5034","1","156.51"
"15264.0","6","4992","1","393.74"
"15265.0","11","5079","2","1506.12"
"15266.0","5","5266","1","119.30"
"15267.0","17","4950","5","1717.36"
"15269.0","16","4951","1","408.80"
"15270.0","24","4943","9","2298.20"
"15271.0","2","4935","16","2485.82"
"15272.0","13","4985","2","721.94"
"15274.0","5","4932","2","716.57"
"15275.0","8","4959","2","609.19"
"15276.0","4","4994","1","135.31"
"15277.0","24","4974","1","255.90"
"15279.0","20","5282","2","277.41"
"15280.0","20","5100","1","113.12"
"15281.0","12","4986","12","2239.95"
"15286.0","21","4977","1","240.55"
"15287.0","17","4950","3","485.24"
"15288.0","27","4971","5","2306.52"
"15289.0","10","4957","4","935.10"
"15290.0","5","4932","21","7803.77"
"15291.0","14","4953","20","4596.51"
"15292.0","22","5129","1","180.94"
"15296.0","26","4972","10","3610.31"
"15297.0","29","4938","4","635.04"
"15298.0","7","4930","14","3774.10"
"15299.0","3","4995","11","3787.09"
"15300.0","6","4992","1","496.44"
"15301.0","20","4978","14","5028.12"
"15303.0","22","5218","1","574.02"
"15304.0","10","4988","10","680.30"
"15306.0","6","4992","3","1174.35"
"15307.0","5","5023","1","205.30"
"15308.0","14","5198","2","302.27"
"15311.0","9","4928","118","59419.34"
"15312.0","25","5003","5","921.10"
"15313.0","21","5038","1","52.00"
"15314.0","24","5127","1","327.97"
"15315.0","6","4992","3","551.54"
"15316.0","17","5254","1","165.00"
"15318.0","6","4931","1","312.62"
"15319.0","1","5211","1","204.50"
"15320.0","26","4972","1","267.13"
"15321.0","21","4977","4","2650.73"
"15322.0","6","4992","2","602.97"
"15325.0","28","5031","1","162.29"
"15326.0","10","5261","1","311.71"
"15327.0","18","4980","1","208.75"
"15329.0","4","4963","5","1005.50"
"15330.0","7","4960","2","714.96"
"15332.0","8","5294","4","1661.06"
"15333.0","15","5136","1","1028.56"
"15334.0","6","5084","3","351.67"
"15335.0","17","4981","1","173.97"
"15339.0","4","4994","3","557.57"
"15341.0","20","5008","1","2020.52"
"15342.0","15","5044","2","391.76"
"15343.0","13","5015","1","364.50"
"15344.0","9","4928","5","476.58"
"15345.0","4","4963","2","367.69"
"15346.0","11","5260","1","252.42"
"15347.0","8","5294","1","201.60"
"15348.0","28","5000","1","158.04"
"15349.0","4","5086","2","473.81"
"15350.0","1","5301","1","115.65"
"15351.0","27","4940","10","1862.14"
"15353.0","30","5182","2","777.02"
"15355.0","10","4957","2","277.05"
"15356.0","8","4959","10","2766.50"
"15358.0","5","4932","29","8234.80"
"15360.0","31","4967","1","427.93"
"15361.0","13","5289","1","418.92"
"15363.0","12","5169","2","318.05"
"15364.0","5","5023","2","913.19"
"15365.0","14","4953","9","1330.45"
"15366.0","25","5003","2","602.51"
"15367.0","13","4985","5","1867.69"
"15368.0","18","4949","1","446.94"
"15369.0","18","5072","1","-1592.49"
"15370.0","30","4968","8","2360.55"
"15372.0","25","5065","1","2007.40"
"15373.0","1","4936","13","2213.11"
"15374.0","3","5056","1","168.00"
"15376.0","30","4968","3","1233.36"
"15379.0","23","5097","8","3631.89"
"15380.0","1","4936","6","1682.36"
"15381.0","10","5141","2","596.85"
"15382.0","25","4942","8","5927.86"
"15384.0","23","5097","3","635.76"
"15385.0","30","4968","1","316.88"
"15386.0","6","5114","1","394.14"
"15388.0","14","5198","1","140.54"
"15389.0","20","5100","1","500.00"
"15392.0","5","4932","5","1515.73"
"15393.0","23","4944","2","231.86"
"15394.0","30","4937","4","2183.54"
"15395.0","18","5253","1","107.45"
"15396.0","19","5040","1","288.18"
"15397.0","23","5217","1","94.00"
"15398.0","23","4944","3","1339.63"
"15399.0","8","4929","3","815.77"
"15400.0","8","5020","6","666.70"
"15402.0","14","5076","2","626.77"
"15405.0","3","5117","1","349.10"
"15406.0","21","4946","4","426.61"
"15407.0","6","4961","4","1056.44"
"15408.0","20","5192","1","267.18"
"15410.0","16","5012","8","3450.84"
"15411.0","13","4954","5","1346.38"
"15412.0","21","5099","1","190.53"
"15414.0","30","4937","3","774.90"
"15415.0","30","5241","1","572.81"
"15416.0","6","4992","5","3974.37"
"15417.0","15","5013","1","508.80"
"15419.0","15","4952","1","135.86"
